-10 -10 8
2.492118898	10.91238942
-6.021084105	-5.701664067
-7.834988798	-3.162636117
10.56647362	-3.09921017
2.7011149	-9.069171069
-9.064478551	-0.997030619
9.800336211	-3.168421278
-4.990188622	-7.120019147
-8.38983454	-2.772885012
-8.133982144	4.168622943
4.306640738	-8.523319752
9.202879506	-5.08095357
10.17571336	-1.631884318
10.17656813	3.554901824
10.29090209	4.39360472
-5.931803772	8.223908164
-8.998759499	-1.263211496
10.94774003	1.772906996
-8.723982097	-0.599394164
-9.107673706	3.137272741
-8.41227743	4.372404319
9.670538375	5.773284052
5.799769761	-7.332896587
8.709058358	-4.83295855
-3.559561832	-7.79962015
10.26889746	4.215905654
-6.852445106	7.149808393
-9.090743094	-0.692265467
-6.165351511	8.103432358
-8.110969275	-4.276307614
7.860104484	8.163341043
6.673705113	9.453505494
11.20980126	1.00274838
-9.339018662	1.674412148
6.987689596	8.613595397
-5.779144446	-6.35489874
9.066561188	7.346123893
-8.464099861	3.070223395
11.24843607	0.86878789
-8.910373636	-0.164338179
10.35116846	3.362516753
9.301591483	-3.684367633
-8.293381205	4.408111506
-9.291592819	0.972555741
-8.932417217	3.311521139
-8.060500952	-3.671155127
8.623072912	8.085426414
10.63222918	2.846129876
-5.107577372	8.490536297
11.0885435	0.128319866
-7.584765525	-4.65561793
-7.811144163	5.934658291
-9.011166851	0.065084593
10.13051667	5.687582192
7.89887763	8.417723029
4.93773724	10.45450148
8.961764943	-5.663917114
-0.852260873	-9.069126572
11.00799851	0.094003371
-7.681930966	-3.731786274
-8.504670707	1.918757931
10.02556322	3.904045126
-8.31873245	-1.24070661
-8.173721885	4.303050314
-6.622452788	7.105868507
5.715758238	-7.423494324
-0.148885392	-9.075134352
-8.885262063	3.31751597
-5.636886379	8.749625589
-6.591729634	-5.822646196
9.011187756	-5.13300286
-6.805598321	-5.820843596
-6.931659074	-4.520205276
10.28800247	-1.105265656
5.931402232	-7.664204916
-8.108942745	-3.295933498
7.305704173	8.497497555
10.64503655	3.254253077
-8.628090692	1.691591575
7.016441526	-6.682020897
-8.686447192	1.733996062
10.75392537	-0.565422646
8.617761482	-5.041271266
10.83421431	-2.454164876
-3.366322631	9.547356139
11.29087546	-0.282888367
10.64123085	2.738061667
10.9033859	2.73052601
-8.10429962	3.999489061
-5.944511461	8.183046693
4.011270472	-8.065726547
10.65203342	0.162213208
11.16529177	-0.640576728
9.815492628	4.913566584
8.856335237	-4.808263752
10.66098173	4.379722025
10.4962165	-2.284133575
-8.000406475	-4.309441336
-0.63693973	11.2507034
9.779826163	5.299074901
7.720468524	-6.596404246
-3.268164389	-7.634989696
-2.510358327	-8.208699504
-8.648565697	0.306675904
-7.679645018	-4.052028523
10.25044439	-2.74289076
-9.452565269	0.441774985
10.30405718	-2.181243905
-8.46550221	-3.193640707
